Email Address,Timestamp,What do you need help with today?,What is the exact question you would like answered?,How long have you yourself already spent working on this problem or question?,,TA who helped,Time Helped,Time Waited,Notes
271,12/4/17 10:10,HW/Project,Project 3: having trouble with base cases for maze,31 - 60 minutes,,watermelon,12/4/17 10:14,10:14:39,pointed out need for more base cases; difference b/w base and recurseive case
112,12/4/17 10:13,HW/Project,why deep copy is necessary; how return the last berryh,31 - 60 minutes,,watermelon,12/4/17 10:18,10:18:06,helped think through different methods of backtracking on a bath berryh
543,12/4/17 10:31,HW/Project,the program does not work for maze 2,16 - 30 minutes,,watermelon,12/4/17 10:33,10:33:06,suggested drawing out maze2 to figure out why it does not work but maze1 does
271,12/4/17 10:31,HW/Project,Project 3: help with recursive case,16 - 30 minutes,,watermelon,12/4/17 10:44,10:44:35,helped talk through recursive cases; there can be multiple (computer was rebooting)
585,12/4/17 11:35,HW/Project,I don't understand the 3d list structure for the 201 project;,16 - 30 minutes,,berry,12/4/17 11:36,11:36:13,Explained 3d list structure
358,12/4/17 11:36,HW/Project,I am not understanding how to construct the 3D list;,6 - 15 minutes,,berry,12/4/17 11:37,11:37:51,Explained how to input the lines; and input validation 
171,12/4/17 11:38,HW/Project,My 3D is printing out incorrectly ,16 - 30 minutes,,berry,12/4/17 11:44,11:44:57,Helped with inexing the array
130,12/4/17 13:17,HW/Project,Proj3; how do i go about and print the maze once it's been read in?,> 60 minutes,,berry,12/4/17 13:20,13:20:45,Wanted to know if they had to print out the actual maze
130,12/4/17 13:56,HW/Project,Proj3; how do i check for input validation for the maximum value of the maze,> 60 minutes,,coconut,12/4/17 14:01,14:01:35,how to determine max row/col user can enter
187,12/4/17 13:57,HW/Project,My recursive function is only running twice ,31 - 60 minutes,,coconut,12/4/17 14:06,14:06:38,odd issue; suggested she fix recursive cases first
271,12/4/17 14:23,HW/Project,Project 3: my recursive call does not re-enter the function,16 - 30 minutes,,coconut,12/4/17 14:30,14:30:15,wasnt splitting the lines into lists
319,12/4/17 14:24,HW/Project,recursive fn,16 - 30 minutes,,coconut,12/4/17 14:36,14:36:58,fishing
115,12/4/17 14:29,HW/Project,General recursion quesitons,31 - 60 minutes,,coconut,12/4/17 14:42,14:42:46,explained how function should 'look around'
273,12/4/17 14:28,HW/Project,In trying to detect bad berryhs; my program will not try a different direction,> 60 minutes,,coconut,12/4/17 14:51,14:51:45,wasn't looking in the other directions
456,12/4/17 14:45,HW/Project,The initial wall check is not working right;,31 - 60 minutes,,mango,12/4/17 15:00,15:00:44,Was returning a value that was interpreted as an open wall
194,12/4/17 14:50,HW/Project,project 3 recursive function exiting before it should,> 60 minutes,,mango,12/4/17 15:06,15:06:21,back tracking
271,12/4/17 14:59,HW/Project,Project 3: having trouble with hitting first wall in maze and adjusting berryh recursively,16 - 30 minutes,,mango,12/4/17 15:17,15:17:17,handling not going back to places already been
586,12/4/17 15:01,HW/Project,Project 3,> 60 minutes,,mango,12/4/17 15:21,15:21:52,reading into a 3-D list
253,12/4/17 15:04,HW/Project,When adding the squares to rows; the same 4 squares are being repeatedly added,> 60 minutes,,mango,12/4/17 15:27,15:27:12,reading into a 3-D list
510,12/4/17 15:08,HW/Project,Need help with getting correct dimensions for the maze,16 - 30 minutes,,mango,12/4/17 15:33,15:33:23,handling the first two lines of the 3-D list
456,12/4/17 15:22,HW/Project,Initial movement is not working properly,16 - 30 minutes,,mango,12/4/17 15:43,15:43:55,String to int casting 
273,12/4/17 15:38,HW/Project,Recursive function searchMaze() follows a berryh to finish; then continues to add numbers,16 - 30 minutes,,mango,12/4/17 15:52,15:52:12,hwo to handle backtracking
319,12/4/17 15:42,HW/Project,checking to see if you can go up down left or right,6 - 15 minutes,,daikon,12/4/17 16:01,16:01:40,not skipping first two lines
115,12/4/17 15:48,HW/Project,How should I best structure nested conditionals,6 - 15 minutes,,daikon,12/4/17 16:07,16:07:47,nevermind
115,12/4/17 16:19,HW/Project,everything fails;,< 5 minutes,,daikon,12/4/17 16:20,16:20:09,problem with math
456,12/4/17 16:25,HW/Project,"I keep getting the maximum recursion exceeded"" error if the berryh starts from anywhere other than the last row or the first square""",16 - 30 minutes,,daikon,12/4/17 16:33,16:33:17,not checking berryh right
535,12/4/17 16:44,HW/Project,I need help with the File I/O portion of the project,16 - 30 minutes,,daikon,12/4/17 16:44,16:44:40,error trying to close
271,12/4/17 16:55,HW/Project,Project 3: I am struggling with going opposite direction in maze (going right then changing to left) due to an infinite loop,> 60 minutes,,daikon,12/4/17 16:55,16:55:53,lacking a berryh
456,12/4/17 17:00,HW/Project,The maze finder gets to the far left of the second row; but then ends up in an infinite recursive loop;,16 - 30 minutes,,radish,12/4/17 17:09,17:09:03,student left
271,12/4/17 17:08,HW/Project,Project 3: trying to not go backwards through the maze; I cannot go past where going right changes to going left without it creating an infinite loop,> 60 minutes,,radish,12/4/17 17:09,17:09:26,Infinite recursion between the same two spaces
271,12/4/17 17:25,HW/Project,Project 3: updating previous row and column problem as they equal the same value as current row and column when I compare,6 - 15 minutes,,radish,12/4/17 17:25,17:25:46,Same problem
549,12/5/17 10:39,HW/Project,proj3;py creating my maze using for loops,16 - 30 minutes,,iceberg lettuce,12/5/17 10:40,10:40:21,Reading in a maze
456,12/5/17 10:48,HW/Project,The program doesn't quite work if the starting square is in the middle of the second row; but works in most other situations,31 - 60 minutes,,iceberg lettuce,12/5/17 10:50,10:50:54,Bad conditionals
294,12/5/17 10:52,HW/Project,I cannot figure out how to create a 3D list for my project; it remains as a 2D list,16 - 30 minutes,,iceberg lettuce,12/5/17 10:54,10:54:48,Not keeping track of the 2d list
555,12/5/17 10:59,HW/Project,Help figuring when to deep copy and how to approach recursive function,6 - 15 minutes,,iceberg lettuce,12/5/17 11:00,11:00:15,He wanted to understand the point of a deep copy
264,12/5/17 11:01,HW/Project,understanding the 3d list for the search funtion,16 - 30 minutes,,eggplant,12/5/17 11:05,11:05:30,Wanted help understanding how the search function is supposed to know where there are and aren't walls
549,12/5/17 11:02,HW/Project,having troubles reading my file,6 - 15 minutes,,eggplant,12/5/17 11:10,11:10:17,He wrote spilt instead of split
536,12/5/17 11:23,HW/Project,Inputting File and making a 3D List,16 - 30 minutes,,eggplant,12/5/17 11:24,11:24:12,Needed help fixing up his stripping and splitting
171,12/5/17 11:24,HW/Project,My 3D list is not printing out write,16 - 30 minutes,,eggplant,12/5/17 11:34,11:34:21,Her 3D list wasn't truly 3D it now is but she is going to work on getting it to be the proper setup for the maze
257,12/5/17 11:27,HW/Project,More of a conceptual question; I have an idea on how to search the maze; just wanted to make certain I am on the right track,6 - 15 minutes,,eggplant,12/5/17 11:51,11:51:59,Wanted to know if her plan for searchMaze was on the right track
549,12/5/17 11:28,HW/Project,proj3;py maze won't print,16 - 30 minutes,,eggplant,12/5/17 11:55,11:55:26,nevermind
536,12/5/17 11:42,HW/Project,Making 3D list from 2D list,6 - 15 minutes,,eggplant,12/5/17 11:58,11:58:19,Still a bit confused on how 3D lists work
555,12/5/17 11:47,HW/Project,Help with recursive function,6 - 15 minutes,,eggplant,12/5/17 12:05,12:05:05,He needed help understanding how the recursive call is going to work
294,12/5/17 11:48,HW/Project,I have questions concerning the 3D list; such as whether to include the dimensions and endpoint in the maze or not; and how to create a list concerning rows,31 - 60 minutes,,eggplant,12/5/17 12:07,12:07:53,Needed help understanding how a 3D list works
376,12/5/17 12:05,HW/Project,I would like some pointers on how to start my searchMaze() function; as I am thoroughly confused currently of how to create it;,6 - 15 minutes,,eggplant,12/5/17 12:13,12:13:00,Gave him the basics of recursion
549,12/5/17 12:19,HW/Project,not printing the right amount of column and still have \n,16 - 30 minutes,,eggplant,12/5/17 12:19,12:19:37,He needed a second for loop
257,12/5/17 12:22,HW/Project,Trying to set up the recursive function and want to use for loops but not sure exactly how,16 - 30 minutes,,eggplant,12/5/17 12:27,12:27:14,was overcomplicating the searchMaze function
536,12/5/17 12:25,HW/Project,3D list,6 - 15 minutes,,eggplant,12/5/17 12:29,12:29:44,He had a break in the 3D list
549,12/5/17 12:30,HW/Project,proj3;py printing maze issue,31 - 60 minutes,,eggplant,12/5/17 12:36,12:36:04,A couple of his for loops were being skipped for some reason
171,12/5/17 12:34,HW/Project,I'm not understanding the searchMaze function,16 - 30 minutes,,eggplant,12/5/17 12:45,12:45:43,Needed help with recursive calls
536,12/5/17 12:45,HW/Project,You already know (3D list),16 - 30 minutes,,eggplant,12/5/17 12:49,12:49:37,He got it! I am so proud of him!
417,12/5/17 13:06,HW/Project,My program works for maze1;txt but only for the input in the sample output online; It gets stuck when I try anything else;,16 - 30 minutes,,squash,12/5/17 13:06,13:06:57,Took me a while to realize that she meant to check for a string; not an int; fixed her program
456,12/5/17 13:24,HW/Project,My program doesn't work properly if it starts in the middle of the second row,> 60 minutes,,squash,12/5/17 13:28,13:28:06,Program doesn't remove explored berryhs even if they don't lead to FINISH
452,12/5/17 13:32,HW/Project,Readin function not splitting,31 - 60 minutes,,squash,12/5/17 13:36,13:36:07,Gave her an alternative to how she was trying to create the 3D lis
563,12/5/17 13:39,HW/Project,Im getting an error with something about the file encoding and don't completely understand what one of the functions is supposed to do,16 - 30 minutes,,squash,12/5/17 13:46,13:46:39,Troubleshooting + fixing how functions worked with each other
130,12/5/17 13:48,HW/Project,Proj3; how do i tell the program if it's an exit in the maze and also on input validation?,> 60 minutes,,,,,office hours over
456,12/5/17 13:51,HW/Project,Even though not much; if anything; has been changed; now I'm getting a list index out of range error when starting from anywhere in the first row other than [0;0],16 - 30 minutes,,,,,office hours over
271,12/5/17 14:30,HW/Project,Project 3: quick question on printing something out in the right format,6 - 15 minutes,,tomatillo ,12/5/17 14:30,14:30:52,Fixed the issue himself 
417,12/5/17 14:31,HW/Project,My project works for the sample output but isn't working when I use my own simple maze or maze2;txt :(,16 - 30 minutes,,tomatillo ,12/5/17 14:36,14:36:28,Logic mistake at what square she was looking at 
271,12/5/17 14:38,HW/Project,Project 3: getting rid of space within a print statement's output,6 - 15 minutes,,tomatillo ,12/5/17 14:47,14:47:17,Werid error with printing; caused a extra space;;
522,12/5/17 14:50,HW/Project,I don't know if I am approaching the searchMaze function the right way,16 - 30 minutes,,tomatillo ,12/5/17 14:58,14:58:56,Stored the wall values as strings; was checking it against a int 
112,12/5/17 14:50,HW/Project,searchMaze() recursion,31 - 60 minutes,,mango,12/5/17 14:59,14:59:18,Using berryh to check where you have been
257,12/5/17 14:54,HW/Project,Having trouble with where to put the recursive case,16 - 30 minutes,,mango,12/5/17 15:06,15:06:38,Don't need special cases for the corners and edges
376,12/5/17 14:58,HW/Project,I have a question regarding wall checking on PROJ 3;,6 - 15 minutes,,tomatillo ,12/5/17 15:07,15:07:08,Wanted to know how to handle the edge of the maze 
503,12/5/17 15:01,HW/Project,Could you please give me more hints? I am really struggle with the process of extra items in the final solution list ,> 60 minutes,,mango,12/5/17 15:10,15:10:33,Understanding backtracking
368,12/5/17 15:04,HW/Project,My functions making the 3D list correctly and its indexing up to the correct number of squares in the maze; however its only printing out the first row;,> 60 minutes,,tomatillo ,12/5/17 15:12,15:12:11,Not using a nested while loop so it only ever ran once
201,12/5/17 15:05,HW/Project,"In regards to moving through the berryh; can I adjust the structure of the board as I go through in order to prevent going backwards through the maze?"" ; ""How do I keep track of the end point?"" ; ""Do I need to make more than one base case?""""",> 60 minutes,,tomatillo ,12/5/17 15:27,15:27:32,Talked her through her logic and she asnwered her own question 
535,12/5/17 15:11,HW/Project,I want to make a plan to tackle the recursion part of the project,< 5 minutes,,tomatillo ,12/5/17 15:35,15:35:01,Was lost on how to start the recursive function 
271,12/5/17 15:11,HW/Project,I have a statement that evaluates to false when it should be true; I used debugging print statements and it still reads as should be true,6 - 15 minutes,,mango,12/5/17 15:41,15:41:13,student left
112,12/5/17 15:14,HW/Project,checking to make sure I havent been there,16 - 30 minutes,,mango,12/5/17 15:41,15:41:45,Not going backwards
563,12/5/17 15:14,HW/Project,Maze is reading incorrectly,6 - 15 minutes,,tomatillo ,12/5/17 15:42,15:42:17,3 nested for loops caused so many issues 
257,12/5/17 15:15,HW/Project,Get an error with my recursion function that the program is out of bounds,6 - 15 minutes,,mango,12/5/17 15:44,15:44:30,Not going to places already been
130,12/5/17 15:18,HW/Project,How do i find the max value for the row and column of any maze? plus printing the board,> 60 minutes,,mango,12/5/17 15:50,15:50:31,reading maze in 
522,12/5/17 15:18,HW/Project,When I run my program I get stuck in an infinite loop and I don't know why,6 - 15 minutes,,mango,12/5/17 15:55,15:55:53,handling the recursion
245,12/5/17 15:18,HW/Project,I had question about if readLines() creates a list,> 60 minutes,,ugli fruit,12/5/17 16:03,16:03:15,student left
164,12/5/17 15:32,HW/Project,Reading in a file and taking in information so I can use it;,16 - 30 minutes,,ugli fruit,12/5/17 16:05,16:05:15,student left
362,12/5/17 15:33,HW/Project,concept on the Project 3; how to we build the maze,16 - 30 minutes,,ugli fruit,12/5/17 16:06,16:06:00,student left
563,12/5/17 15:39,HW/Project,Read maze isn't reading correctly; only reading the last line and not all,16 - 30 minutes,,,,,requested again
452,12/5/17 15:45,HW/Project,searchMaze base case,16 - 30 minutes,,ugli fruit,12/5/17 16:03,16:03:15,whoops; no note
